The tests which map to at least 80.0% of the targets are:

[2253, 2397, 5700, 5799, 7282, 9084, 9855, 9927, 9966, 9989]
[374, 2204, 3523, 4370, 6170, 6308, 7981, 9340, 9589, 9748]
[227, 1282, 3855, 5578, 5716, 6304, 7111, 7703, 8861, 8951]
[71, 1545, 2151, 4599, 5477, 6216, 6361, 7232, 8858, 9115]
[2467, 2914, 4032, 4604, 5211, 5605, 5871, 7837, 8843, 9111]
[1219, 1671, 1712, 2425, 3702, 4691, 4976, 5501, 6001, 6285]
[612, 3626, 5096, 5817, 7580, 8627, 8713, 8745, 9164, 9244]
[1161, 1166, 3969, 4535, 5888, 6851, 8417, 9329, 9736, 9876]
[483, 1806, 2091, 3332, 3959, 4224, 7082, 8476, 8720, 9037]
[2454, 2735, 3191, 3356, 3657, 4159, 6257, 6514, 6762, 6992]
[407, 834, 1280, 1390, 1426, 4956, 6569, 6724, 7222, 7759]
[3, 131, 4345, 4706, 5971, 6196, 8196, 8679, 8840, 8841]
[1192, 1495, 3741, 5334, 6998, 7328, 7434, 7967, 8907, 9142]
[1489, 4275, 4806, 5425, 8004, 8613, 9320, 9521, 9628, 9963]
[577, 988, 1796, 4609, 5616, 6049, 8086, 8130, 8162, 8630]
[248, 283, 322, 1165, 1523, 2624, 3101, 4792, 6787, 7429]
[1468, 3556, 5885, 6684, 8007, 8307, 8386, 8758, 9085, 9090]
[285, 891, 1460, 2474, 2734, 3278, 3823, 5075, 5557, 6453]
[864, 1526, 1750, 3988, 4065, 4205, 6093, 6271, 7828, 8724]
[217, 1787, 1938, 2145, 3010, 3458, 3987, 5438, 5655, 7669]
[2416, 2528, 3015, 6190, 6233, 6771, 8338, 8649, 8683, 9072]
[2243, 3448, 4393, 4597, 5317, 6203, 7191, 7503, 7995, 8273]
[867, 1655, 1727, 5266, 5351, 6237, 7598, 8505, 9138, 9397]
[1804, 2705, 3683, 3903, 5281, 6424, 6932, 7342, 8192, 8201]
[307, 1533, 2201, 2785, 2893, 3724, 6957, 7233, 9375, 9490]
[542, 1631, 2472, 5406, 7276, 8426, 8659, 9246, 9638, 9719]
[2938, 3780, 4382, 4978, 5446, 6908, 7563, 8556, 8669, 8985]
[544, 2972, 3314, 4915, 5659, 5997, 9611, 9854, 9866, 9911]
[1685, 1709, 1834, 4991, 5619, 5927, 6317, 7371, 7558, 8205]
[619, 973, 1285, 1490, 3514, 4610, 4885, 5576, 9506, 9610]
[1062, 4679, 7121, 8259, 8272, 8886, 9096, 9476, 9489, 9708]
[296, 1303, 2037, 2084, 4021, 6793, 6839, 7217, 7535, 8919]
[1798, 3401, 3625, 4208, 5270, 6261, 7716, 8755, 9068, 9526]
[514, 1046, 1277, 1847, 3463, 5167, 5769, 6042, 6161, 6430]
[2697, 4587, 6979, 8467, 8474, 9010, 9363, 9500, 9502, 9568]
[1914, 3885, 3909, 4029, 4770, 6949, 8225, 9813, 9940, 9972]
[1044, 1355, 1387, 1485, 2456, 2851, 4282, 4760, 5217, 5628]
[2332, 2684, 2728, 2994, 5656, 7717, 7851, 8871, 9300, 9716]
[915, 1030, 1715, 2496, 2558, 3472, 4195, 4438, 4798, 5210]
[643, 2822, 3978, 4753, 5658, 6752, 6885, 7052, 8124, 8226]
[1471, 2557, 3217, 3558, 3859, 4562, 5661, 6413, 6675, 8143]
[53, 1858, 1920, 3629, 4581, 5070, 5246, 6311, 7212, 7985]
[243, 1630, 1771, 2075, 4206, 4412, 4833, 6340, 7090, 7779]
[1441, 2925, 3616, 5134, 5283, 6849, 7872, 8229, 8678, 9943]
[584, 1462, 3355, 3809, 3834, 4284, 5330, 5595, 6568, 7564]
[1595, 4013, 4313, 5580, 6788, 7011, 8575, 8917, 9596, 9652]
[2664, 7357, 7511, 7532, 7777, 7799, 7812, 8739, 9215, 9560]
[517, 818, 1511, 1632, 1664, 2119, 3263, 4430, 4759, 5289]
[883, 1564, 2125, 2853, 3775, 4083, 4448, 4484, 5163, 5506]
[700, 1263, 2160, 2918, 3632, 4402, 5208, 6384, 6454, 7017]
[2713, 2867, 2976, 4304, 4973, 5641, 5813, 6016, 6687, 7156]
[415, 1348, 2257, 2310, 2726, 4436, 5314, 5651, 7198, 8833]
[2712, 3119, 5027, 5346, 5411, 5890, 6952, 8534, 8928, 9454]
[221, 247, 300, 1510, 1570, 2483, 2830, 2866, 3369, 3459]
[830, 935, 1347, 1613, 1722, 1980, 2112, 2768, 4101, 5810]
[786, 964, 3654, 3942, 6443, 6841, 7076, 7270, 7566, 8481]
[236, 1269, 1836, 3239, 3838, 7281, 7498, 7628, 9203, 9277]
[903, 2588, 3009, 5199, 5213, 6226, 7623, 7865, 8054, 8547]
[2662, 3535, 4356, 4494, 5602, 5848, 6382, 7973, 7977, 9414]
[329, 722, 4549, 6230, 6268, 6694, 7241, 7419, 8317, 8362]
[304, 3113, 3240, 8771, 9129, 9304, 9695, 9701, 9747, 9930]
[225, 634, 1936, 2906, 5127, 5516, 7118, 8166, 8802, 9040]
[781, 1311, 2190, 2913, 5761, 6199, 6342, 6484, 6665, 8195]
[77, 663, 4066, 5194, 5253, 7408, 7915, 8581, 8936, 9367]
[107, 187, 255, 593, 2087, 3564, 4390, 4614, 4865, 5182]
[489, 559, 5355, 5389, 5783, 6891, 7745, 7753, 8235, 9388]
[2103, 3235, 3566, 4738, 5124, 6937, 6973, 8687, 8881, 8949]
[1148, 1477, 1893, 1941, 2503, 2522, 9042, 9092, 9425, 9814]
[2164, 3530, 3890, 6036, 6175, 7299, 8210, 8558, 9710, 9730]
[1, 1316, 1496, 2187, 3303, 3820, 5173, 5234, 5646, 6594]
[475, 2551, 3595, 4134, 4243, 4503, 5205, 7683, 7733, 7806]
[1502, 2730, 3830, 4395, 4446, 4968, 5273, 5900, 6833, 7631]
[863, 1397, 3749, 3858, 4111, 4467, 6323, 7904, 8605, 8747]
[580, 1846, 2343, 3763, 3920, 4310, 5611, 5758, 7892, 9086]
[447, 732, 2252, 3309, 4673, 4799, 5466, 5688, 6943, 7084]
[2244, 5637, 5789, 6483, 6526, 7155, 8242, 8396, 8816, 8954]
[1668, 1889, 1957, 2885, 3011, 3038, 3159, 6643, 6706, 7814]
[966, 2348, 5170, 5574, 5622, 8203, 8609, 8704, 8707, 9437]
[1992, 2659, 4231, 4793, 5495, 5620, 5840, 5896, 6574, 7528]
[86, 1965, 2656, 3270, 4024, 4875, 6395, 9350, 9380, 9516]
[354, 364, 930, 3254, 4781, 7069, 8536, 8970, 9044, 9734]
[106, 2721, 3985, 5264, 5667, 6337, 7578, 8041, 8610, 8938]
[1084, 1438, 2168, 3492, 5989, 7461, 7614, 8282, 9202, 9406]
[1086, 2396, 3352, 5794, 6191, 6450, 6928, 7260, 7866, 7877]
[149, 877, 2482, 2524, 3768, 6931, 7675, 7875, 9582, 9634]
[1850, 2476, 4854, 5942, 5981, 9449, 9462, 9752, 9756, 9775]
[298, 2218, 2379, 5496, 6063, 6348, 6617, 7303, 7458, 8105]
[39, 846, 1195, 1484, 2451, 2505, 2826, 3910, 5240, 5919]
[214, 947, 1777, 2275, 3577, 3621, 3788, 4901, 5645, 6686]
[41, 324, 727, 1878, 4306, 5847, 7407, 7954, 7993, 8001]
[76, 2116, 2296, 5271, 6404, 6471, 7452, 8200, 9295, 9759]
[513, 1122, 1560, 1799, 1845, 2061, 2417, 4984, 5493, 6623]
[1975, 2696, 3149, 3776, 4198, 4209, 4764, 6159, 7510, 8215]
[1261, 1916, 2964, 6202, 6252, 6769, 7483, 7891, 7899, 8135]
[562, 780, 3129, 3432, 4933, 6552, 8454, 8563, 8896, 9465]
[330, 399, 1344, 2530, 5092, 5860, 6709, 7044, 8495, 8880]
[441, 866, 1333, 1401, 1684, 1812, 2615, 2628, 3030, 4988]
[417, 916, 972, 2643, 3067, 3871, 7860, 8358, 8904, 9140]
[852, 983, 3569, 5473, 7344, 7504, 8151, 9071, 9475, 9626]
[276, 2591, 3701, 4804, 4902, 5972, 6126, 7088, 7243, 7682]
[27, 134, 3723, 4221, 5043, 7042, 7966, 8085, 8545, 9137]
[33, 917, 1143, 3981, 4481, 6446, 6508, 6910, 7991, 8285]
[6, 16, 306, 557, 941, 1091, 1162, 1181, 3127, 5803]
[1224, 2993, 3215, 3717, 4072, 4717, 5263, 8046, 9139, 9646]
[660, 3389, 3791, 3868, 5229, 6370, 6409, 8347, 8375, 9274]
[491, 777, 990, 2717, 6086, 8281, 8915, 9627, 9643, 9670]
[1243, 1310, 1357, 1481, 2256, 3330, 3806, 4236, 4837, 5587]
[213, 594, 1875, 2354, 2533, 5261, 7723, 8188, 8793, 8953]
[212, 1146, 1840, 3100, 3439, 3998, 4744, 5076, 5149, 6035]
[1342, 2891, 3430, 4777, 5962, 6102, 6145, 7144, 8689, 8847]
[346, 1580, 3867, 4025, 4226, 7933, 8539, 9311, 9362, 9831]
[1022, 1251, 2592, 4674, 6890, 8295, 8908, 9552, 9613, 9617]
[704, 1092, 4636, 5439, 6642, 8245, 8306, 9377, 9498, 9549]
[1305, 3320, 3734, 6673, 6695, 7521, 7746, 8136, 8296, 8372]
[108, 1133, 2555, 3778, 4555, 6000, 7352, 8266, 8594, 8801]
[3043, 3116, 3971, 4954, 5508, 5682, 6055, 6254, 8766, 9450]
[2663, 3005, 3230, 3477, 3601, 5249, 6873, 6901, 7039, 7477]
[1733, 4848, 5401, 8592, 9327, 9668, 9823, 9839, 9847, 9917]
[376, 2106, 2153, 4050, 4146, 5254, 5685, 6977, 7305, 8599]
[390, 1320, 1336, 1993, 2083, 3360, 4098, 6985, 7123, 8069]
[102, 674, 939, 2852, 2933, 3108, 4274, 4338, 4374, 4846]
[408, 2199, 3099, 4119, 5436, 5737, 5975, 6365, 7567, 7971]
[2169, 2610, 7549, 7557, 8269, 8748, 9389, 9682, 9684, 9691]
[272, 669, 923, 1849, 2772, 3754, 4340, 4713, 5155, 5221]
[561, 5548, 6111, 6163, 6721, 7045, 7639, 7786, 8602, 9114]
[2180, 2270, 2595, 4454, 4997, 5427, 6137, 7358, 7647, 8167]
[385, 2261, 2840, 3675, 6291, 7925, 8100, 8185, 9538, 9629]
[345, 1442, 2118, 2801, 3276, 3310, 3395, 5798, 6165, 7275]
[1258, 1789, 2812, 4016, 4346, 4763, 8119, 8238, 8562, 8831]
[7, 154, 369, 802, 1717, 2002, 2587, 2817, 2937, 2954]
[2172, 3893, 3974, 4803, 6827, 7702, 8171, 8353, 8408, 8456]
[1206, 2838, 3933, 7246, 7596, 7612, 7743, 8267, 9290, 9496]
[815, 1433, 2361, 2632, 4343, 7922, 8120, 8265, 8862, 9270]
[278, 443, 837, 927, 2526, 3042, 3526, 4653, 9216, 9483]
[381, 2462, 3374, 3487, 3553, 3716, 7947, 9252, 9579, 9673]
[2689, 2996, 3678, 5490, 6154, 7174, 7507, 8129, 8485, 8686]
[495, 1007, 2026, 3425, 3519, 3953, 6417, 6855, 6886, 8527]
[621, 683, 920, 1406, 2101, 2271, 2669, 3618, 5098, 6658]
[469, 588, 1279, 2131, 4838, 5022, 5114, 6781, 7833, 9920]
[1021, 2539, 2979, 3697, 4176, 5112, 5252, 7062, 8653, 9338]
[303, 812, 3262, 4499, 5434, 5552, 5873, 6472, 7189, 7747]
[40, 2181, 2905, 2986, 3066, 3546, 3592, 3888, 3899, 4240]
[5025, 6039, 6178, 6626, 6671, 6818, 7629, 7679, 7999, 8008]
[230, 3380, 3508, 3860, 4151, 7326, 8982, 9313, 9322, 9405]
[1132, 1218, 2392, 2962, 5176, 5394, 5551, 5689, 5759, 5924]
[201, 1059, 5701, 7091, 8123, 8573, 9345, 9667, 9750, 9834]
[757, 1020, 1064, 1619, 3670, 4028, 5453, 6474, 7147, 7213]
[186, 244, 3224, 3452, 3619, 3796, 4392, 5762, 6158, 6207]
[792, 1363, 2303, 2837, 3248, 3696, 5422, 6128, 6750, 6782]
[337, 1052, 1309, 2756, 3498, 5444, 5561, 6415, 6551, 7546]
[2337, 2442, 5062, 5606, 5652, 6603, 8283, 8371, 8492, 9170]
[2342, 2687, 6155, 6650, 7264, 8015, 8364, 9120, 9584, 9674]
[470, 817, 1765, 3427, 6746, 7616, 8857, 8918, 8964, 9046]
[767, 1329, 3232, 3336, 4131, 4704, 5996, 8452, 9045, 9331]
[318, 1424, 1963, 2056, 3307, 3338, 3651, 4959, 5069, 6166]
[1212, 1598, 2421, 2948, 5874, 6372, 6900, 7603, 7625, 7972]
[633, 905, 2147, 3368, 4839, 4979, 5058, 8501, 8578, 9012]
[759, 1130, 2139, 2843, 3382, 4492, 4754, 6139, 8453, 9536]
[568, 1643, 2767, 4650, 5530, 5861, 7312, 7929, 9043, 9174]
[342, 1346, 2672, 2710, 3406, 5420, 6972, 7057, 7740, 7769]
[152, 651, 1611, 2536, 4538, 7570, 7634, 7889, 8615, 9381]
[384, 2315, 5014, 5243, 6313, 7712, 8072, 8330, 8878, 9541]
[1028, 2450, 2930, 5687, 7235, 7911, 8645, 9803, 9811, 9992]
[1794, 2657, 3370, 3803, 6312, 8250, 8784, 8788, 8941, 9413]
[349, 386, 980, 1172, 1694, 2329, 2556, 3225, 3901, 4184]
[3861, 4342, 4507, 4746, 5567, 5615, 6699, 7180, 7296, 8637]
[92, 194, 2491, 2554, 3404, 3703, 3849, 6056, 7762, 7974]
[1185, 1539, 2854, 4559, 4898, 9008, 9194, 9292, 9435, 9707]
[1339, 2445, 3620, 4396, 4789, 5086, 5476, 5562, 6307, 7113]
[502, 1278, 1693, 2875, 3264, 3482, 3662, 5332, 6966, 7960]
[166, 902, 2968, 3097, 3408, 5448, 5708, 5717, 7097, 7187]
[361, 861, 1633, 1942, 2295, 2469, 3207, 5316, 5614, 6120]
[267, 290, 508, 616, 853, 2473, 2957, 4036, 4911, 6024]
[597, 1385, 4961, 5855, 6034, 6929, 7157, 7287, 7402, 9211]
[1253, 5731, 6533, 8780, 9324, 9661, 9809, 9983, 9987, 9990]
[631, 1446, 2732, 3289, 6859, 7998, 9408, 9524, 9706, 9838]
[55, 396, 527, 3643, 3866, 4608, 6005, 7859, 8524, 8705]
[1970, 5518, 6117, 6733, 6856, 7117, 7214, 7767, 8084, 8882]
[1296, 2294, 2931, 3554, 4155, 4813, 6659, 7426, 8018, 9027]
[286, 764, 1071, 2109, 2202, 4682, 5514, 5601, 5868, 7028]
[293, 1255, 1713, 2716, 3656, 3784, 3862, 4177, 4893, 5825]
[1242, 4768, 6714, 7248, 7928, 7953, 8502, 8775, 9049, 9255]
[63, 1665, 4498, 5041, 5492, 5636, 7170, 7876, 8746, 9180]
[819, 1883, 3297, 3774, 5775, 6655, 6988, 7676, 7807, 8439]
[481, 696, 1549, 2816, 3750, 5421, 7055, 8567, 9059, 9305]
[362, 822, 982, 1405, 4010, 4312, 5244, 5532, 5663, 5665]
[578, 626, 769, 976, 5312, 8112, 8182, 8193, 8772, 9133]
[434, 503, 547, 895, 1301, 1819, 2935, 4367, 4939, 4957]
[2789, 3977, 4819, 7431, 7818, 8582, 9198, 9288, 9459, 9654]
[1720, 2231, 5030, 8977, 9003, 9054, 9236, 9448, 9768, 9883]
[142, 1783, 2910, 2988, 3966, 4268, 6073, 6185, 6756, 7074]
[49, 918, 1200, 3184, 3938, 5093, 5954, 9136, 9339, 9802]
[3319, 4641, 6123, 6534, 6586, 7259, 8472, 9451, 9511, 9545]
[3872, 3954, 6941, 7242, 7353, 9479, 9632, 9765, 9857, 9884]
[473, 2369, 2781, 3958, 4440, 5104, 7366, 7373, 8002, 8271]
[955, 2036, 7514, 7803, 8094, 9106, 9166, 9342, 9741, 9783]
[537, 1644, 1657, 2059, 5133, 5367, 6249, 7606, 7945, 8436]
[25, 1024, 1544, 3357, 4479, 5517, 7295, 7412, 8246, 8268]
[782, 1697, 1732, 2025, 3305, 5403, 6606, 7142, 7192, 8339]
[609, 687, 2653, 5037, 5920, 6053, 6531, 6907, 7405, 7643]
[1023, 1692, 2049, 2619, 3054, 3611, 4900, 4971, 5008, 6296]
[80, 311, 2513, 4642, 5310, 5384, 5740, 6697, 7472, 8671]
[1469, 2248, 2511, 3943, 4199, 4213, 4631, 7245, 7338, 7444]
[484, 1704, 2916, 2961, 3171, 5189, 6321, 7309, 7905, 7956]
[644, 1142, 1541, 1885, 3025, 4556, 4993, 5146, 5304, 5939]
[84, 310, 746, 893, 2208, 2924, 4352, 4686, 5046, 5935]
[235, 5967, 6388, 6677, 9401, 9687, 9913, 9932, 9980, 9982]
[28, 1239, 3228, 4685, 5923, 6350, 6463, 6481, 6747, 6796]
[857, 3192, 4125, 4443, 5638, 6478, 7013, 8979, 9199, 9404]
[1922, 2034, 3057, 3137, 3824, 6532, 8635, 9372, 9403, 9534]
[1651, 1917, 2708, 2907, 4780, 5674, 7810, 9004, 9325, 9766]
[1999, 4626, 5543, 5926, 7225, 7269, 7677, 8017, 8477, 9504]
[153, 768, 2030, 3567, 4214, 4942, 5753, 6259, 6588, 7219]
[313, 367, 2940, 3711, 5006, 5388, 6858, 6923, 7732, 8340]
[1739, 2738, 4009, 4603, 7996, 8830, 9145, 9660, 9806, 9912]
[2783, 2855, 3504, 4091, 4668, 7268, 7384, 7714, 8361, 8513]
[532, 1587, 2240, 2777, 4411, 5964, 6465, 7490, 8500, 8685]
[119, 1070, 1312, 1322, 1820, 3410, 3551, 4694, 6798, 8319]
[2725, 3090, 4809, 8053, 9440, 9523, 9731, 9859, 9860, 9953]
[360, 405, 524, 1567, 2264, 6023, 7670, 7755, 8776, 8944]
[2114, 2391, 3348, 5525, 7199, 7464, 8270, 8782, 8914, 9607]
[1415, 1696, 3103, 4126, 5683, 6266, 6598, 7078, 8299, 8783]
[640, 2685, 3497, 3900, 4115, 4918, 6270, 8572, 8662, 9284]
[790, 1351, 3073, 3607, 6624, 7713, 8275, 8519, 9058, 9935]
[64, 177, 181, 1129, 1353, 2067, 2671, 3573, 4088, 5870]
[1087, 1805, 5424, 5699, 6303, 7393, 7720, 7763, 7944, 9508]
[624, 1409, 2743, 4391, 5750, 7201, 7372, 8314, 8874, 9057]
[2274, 3251, 4663, 4815, 4958, 5276, 7844, 8473, 8812, 9441]
[898, 4571, 5357, 5549, 7660, 7671, 8088, 9679, 9886, 9937]
[2488, 4873, 7377, 7484, 8655, 8932, 9005, 9262, 9358, 9436]
[1701, 2966, 3115, 4977, 6476, 6664, 7449, 7485, 8098, 8856]
[2846, 3094, 3807, 3818, 4283, 4422, 5228, 6047, 6218, 9249]
[1029, 2186, 3032, 3591, 4719, 5274, 5583, 7571, 8044, 8061]
[1650, 2460, 4022, 4380, 6083, 6105, 6188, 6475, 8127, 9487]
[505, 576, 2276, 2820, 3095, 3588, 4460, 5544, 5728, 6521]
[215, 829, 3079, 3582, 4842, 8311, 8373, 9183, 9225, 9293]
[803, 1297, 2018, 3148, 4455, 5190, 5414, 7467, 7594, 7715]
[2570, 2700, 5669, 5743, 6904, 7112, 8155, 8654, 8675, 9256]
[2370, 4347, 5085, 5911, 8224, 8366, 8576, 9019, 9112, 9122]
[1853, 2214, 2550, 5772, 5839, 6969, 7176, 7883, 7893, 8611]
[45, 73, 277, 3052, 4158, 5323, 6092, 7291, 7486, 8093]
[1314, 2582, 6703, 7826, 7918, 8075, 9228, 9452, 9755, 9836]
[743, 878, 2455, 2799, 2814, 6030, 6335, 6918, 7099, 7316]
[461, 961, 6725, 6826, 7128, 8709, 8860, 9177, 9598, 9800]
[2757, 3853, 4684, 4925, 5952, 5978, 6295, 7200, 8349, 8438]
[1616, 2241, 2872, 3255, 3496, 4339, 4703, 5820, 6573, 7846]
[1135, 1250, 2152, 4078, 4468, 4757, 5089, 6107, 6494, 7347]
[392, 1201, 2585, 3144, 4683, 6110, 7085, 9172, 9819, 9848]
[569, 1054, 1119, 1293, 1422, 1615, 1919, 2247, 5677, 6385]
[535, 2845, 4059, 5052, 5166, 5841, 6118, 7502, 7730, 7937]
[114, 275, 504, 1672, 3660, 4095, 4749, 7145, 7307, 7744]
[653, 2375, 7072, 7081, 8490, 8597, 8765, 8935, 9235, 9546]
[490, 574, 610, 692, 1237, 1470, 1550, 2560, 2960, 3324]
[327, 348, 1107, 2949, 4293, 4923, 5168, 5575, 5929, 6087]
[1558, 5200, 5319, 5884, 7288, 7788, 8647, 8845, 9273, 9761]
[571, 1943, 2055, 4505, 6422, 6579, 6804, 7601, 8628, 9097]
[148, 1852, 2162, 3049, 3388, 4680, 4771, 4930, 5318, 5429]
[129, 251, 2338, 2553, 3326, 4113, 4884, 5141, 5218, 5222]
[233, 1512, 2277, 3298, 4388, 5298, 7425, 7886, 8744, 8875]
[805, 1514, 2360, 2745, 3456, 4591, 5566, 5986, 7087, 9074]
[1061, 2006, 2203, 2755, 3329, 3392, 3674, 4041, 5872, 6013]
[970, 3328, 3825, 4132, 4969, 7914, 8083, 8956, 8967, 9009]
[694, 886, 2908, 3990, 4496, 5016, 5174, 6431, 7576, 8095]
[249, 2347, 2831, 2932, 3384, 4786, 4822, 4877, 5933, 6394]
[219, 1423, 2574, 2848, 3154, 3747, 4008, 4551, 5994, 6496]
[96, 466, 1159, 1815, 2041, 2331, 4654, 4715, 5336, 5744]
[331, 2612, 4332, 5538, 5951, 6975, 9416, 9510, 9745, 9801]
[54, 1295, 2224, 2832, 4130, 4239, 4360, 8980, 9075, 9548]
[1679, 1877, 3512, 5738, 7658, 8191, 8458, 9341, 9374, 9733]
[2357, 2773, 2923, 3122, 3705, 4405, 4457, 5154, 5392, 6301]
[1235, 1341, 1996, 2082, 3409, 4127, 4372, 4394, 6460, 6743]
[3729, 3956, 4929, 5712, 6224, 6278, 7568, 8305, 8762, 8995]
[1706, 2419, 3400, 3844, 5956, 9491, 9753, 9991, 9995, 9998]
[30, 271, 750, 1093, 1221, 1675, 2014, 2778, 2842, 2859]
[1267, 1604, 1887, 2093, 3068, 3792, 4921, 6066, 7635, 8241]
[1926, 2314, 5684, 6195, 6824, 7422, 8670, 8722, 8902, 9294]
[1266, 1827, 3304, 4034, 4695, 6717, 7262, 7345, 7771, 8357]
[1421, 1661, 2012, 2143, 3610, 7229, 8376, 9119, 9517, 9744]
[1368, 2412, 2973, 4560, 4836, 9241, 9637, 9873, 9899, 9923]
